recipient_key	recipient_name	ticker	basis	evidence	confirmed_at
e88e8956-8eb7-7920-2f33-c66829ac91b1-C	SOUTHWESTERN BELL TELEPHONE COMPANY	T	parent-name	SAM.gov parent 'AT&T INC.' matches SEC issuer 'AT&T INC.' (T); subsidiary 'SOUTHWESTERN BELL TELEPHONE COMPANY' per SAM.gov hierarchy	2026-07-18
e9d6860f-30dc-4d28-51a0-3b3f5e37cec7-C	TE CONNECTIVITY CORPORATION	TEL	own-name	Recipient name 'TE CONNECTIVITY CORPORATION' matches SEC issuer 'TE Connectivity plc' (TEL)	2026-07-18
ea75ddee-2d00-ac7f-5e72-6f42d7c88c8c-C	LOCKHEED MARTIN CORPORATION	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
ebe6041c-c99b-fb52-193d-1d9ad18e645e-C	GARTNER, INC.	IT	own-name	Recipient name 'GARTNER, INC.' matches SEC issuer 'GARTNER INC' (IT)	2026-07-18
ec19aa19-5743-cc5c-2c9f-e9fe33c8b72f-C	SOLIPSYS CORPORATION	RTX	parent-name	SAM.gov parent 'RTX CORP' matches SEC issuer 'RTX Corp' (RTX); subsidiary 'SOLIPSYS CORPORATION' per SAM.gov hierarchy	2026-07-18
ecc87e38-8e85-f135-37c2-b249ce14c768-C	JONES LANG LASALLE AMERICAS, INC.	JLL	own-name	Recipient name 'JONES LANG LASALLE AMERICAS, INC.' matches SEC issuer 'JONES LANG LASALLE INC' (JLL)	2026-07-18
ee0b1e34-8214-00ae-7234-b76977f89b35-C	IDSC HOLDINGS LLC	SNA	parent-name	SAM.gov parent 'SNAP-ON INCORPORATED' matches SEC issuer 'Snap-on Inc' (SNA); subsidiary 'IDSC HOLDINGS LLC' per SAM.gov hierarchy	2026-07-18
eee287d8-87a3-eb52-5f8d-dfbffe684f3e-C	AT&T CORP.,	T	own-name	Recipient name 'AT&T CORP.,' matches SEC issuer 'AT&T INC.' (T)	2026-07-18
ef6337ce-be34-980c-d110-5c0e70f2a666-C	ARCHER-DANIELS-MIDLAND COMPANY	ADM	own-name	Recipient name 'ARCHER-DANIELS-MIDLAND COMPANY' matches SEC issuer 'Archer-Daniels-Midland Co' (ADM)	2026-07-18
f09ed3a7-cbd4-f4d6-046d-eb0780590412-C	GENERAL DYNAMICS MISSION SYSTEMS, INC.	GD	parent-name	SAM.gov parent 'GENERAL DYNAMICS CORP' matches SEC issuer 'GENERAL DYNAMICS CORP' (GD); subsidiary 'GENERAL DYNAMICS MISSION SYSTEMS, INC.' per SAM.gov hierarchy	2026-07-18
f1e4ed58-f006-1f6f-b3ba-64a95aab33ca-C	CISCO SYSTEMS INC	CSCO	own-name	Recipient name 'CISCO SYSTEMS INC' matches SEC issuer 'CISCO SYSTEMS, INC.' (CSCO)	2026-07-18
f203bb8c-f4f4-1175-bad9-551bf4b5d9cb-C	SBA SITE MANAGEMENT, LLC	SBAC	parent-name	SAM.gov parent 'SBA COMMUNICATIONS CORPORATION' matches SEC issuer 'SBA COMMUNICATIONS CORP' (SBAC); subsidiary 'SBA SITE MANAGEMENT, LLC' per SAM.gov hierarchy	2026-07-18
f21cd6d7-6141-944c-de87-681087f8af47-C	UNITED PARCEL SERVICE INC	UPS	own-name	Recipient name 'UNITED PARCEL SERVICE INC' matches SEC issuer 'UNITED PARCEL SERVICE INC' (UPS)	2026-07-18
f321e226-c4b2-f29f-443b-86843ff28e53-C	RAYTHEON COMPANY	RTX	parent-name	SAM.gov parent 'RTX CORP' matches SEC issuer 'RTX Corp' (RTX); subsidiary 'RAYTHEON COMPANY' per SAM.gov hierarchy	2026-07-18
f35c9c9a-89ed-d462-289b-743fc763f45e-C	SERVICENOW, INC.	NOW	own-name	Recipient name 'SERVICENOW, INC.' matches SEC issuer 'ServiceNow, Inc.' (NOW)	2026-07-18
f6af6197-5083-ed76-befd-626783ccaf59-C	HONEYWELL INTERNATIONAL INC	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
f7268051-dfb6-e5cf-ab3d-11235ea4137f-C	ICF INCORPORATED, L.L.C.	ICFI	parent-name	SAM.gov parent 'ICF INTERNATIONAL, INC.' matches SEC issuer 'ICF International, Inc.' (ICFI); subsidiary 'ICF INCORPORATED, L.L.C.' per SAM.gov hierarchy	2026-07-18
f740eb86-a84e-ddf4-03cf-fe9834b257e5-C	ABBOTT LABORATORIES INC.	ABT	own-name	Recipient name 'ABBOTT LABORATORIES INC.' matches SEC issuer 'ABBOTT LABORATORIES' (ABT)	2026-07-18
fa83b7a5-eb47-6b47-9d3c-5f7d8577b699-C	SYMMETRY ENERGY SOLUTIONS LLC	CNP	parent-name	SAM.gov parent 'CENTERPOINT ENERGY, INC.' matches SEC issuer 'CENTERPOINT ENERGY INC' (CNP); subsidiary 'SYMMETRY ENERGY SOLUTIONS LLC' per SAM.gov hierarchy	2026-07-18
fa9f6e02-3bb4-c48e-cb7c-294ee20c8b3e-C	VERIZON FEDERAL INC.	VZ	parent-name	SAM.gov parent 'VERIZON COMMUNICATIONS INC' matches SEC issuer 'VERIZON COMMUNICATIONS INC' (VZ); subsidiary 'VERIZON FEDERAL INC.' per SAM.gov hierarchy	2026-07-18
fb7a25a1-ab68-1934-0232-150ecc357c99-C	CARRIER CORPORATION	RTX	parent-name	SAM.gov parent 'RTX CORP' matches SEC issuer 'RTX Corp' (RTX); subsidiary 'CARRIER CORPORATION' per SAM.gov hierarchy	2026-07-18
fc81edc3-d3a1-9355-9626-50780edaadec-C	COSTAR REALTY INFORMATION, INC.	CSGP	parent-name	SAM.gov parent 'COSTAR GROUP, INC.' matches SEC issuer 'COSTAR GROUP, INC.' (CSGP); subsidiary 'COSTAR REALTY INFORMATION, INC.' per SAM.gov hierarchy	2026-07-18
fd78ff32-bcfe-2db3-b26c-e5e31cea3090-C	SUPERIOR CARE PHARMACY, LLC	CVS	parent-name	SAM.gov parent 'CVS HEALTH CORPORATION' matches SEC issuer 'CVS HEALTH Corp' (CVS); subsidiary 'SUPERIOR CARE PHARMACY, LLC' per SAM.gov hierarchy	2026-07-18
fdcddcc5-c44a-c042-59a0-d27b5865848d-C	CSR INC.	CVS	parent-name	SAM.gov parent 'CVS HEALTH CORPORATION' matches SEC issuer 'CVS HEALTH Corp' (CVS); subsidiary 'CSR INC.' per SAM.gov hierarchy	2026-07-18
fdd413b6-1bf7-ad06-7ddf-4a3fb13aba51-C	LOCKHEED MARTIN CORPORATION	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
fe89c119-4838-f4be-408f-67bf85f6c40e-C	WILLIS TOWERS WATSON US LLC	WTW	own-name	Recipient name 'WILLIS TOWERS WATSON US LLC' matches SEC issuer 'WILLIS TOWERS WATSON PLC' (WTW)	2026-07-18
ff16a643-4b81-e97e-c914-246f2f982a6c-C	LINK2GOV, LLC	FIS	parent-name	SAM.gov parent 'FIDELITY NATIONAL INFORMATION SERVICES, INC.' matches SEC issuer 'Fidelity National Information Services, Inc.' (FIS); subsidiary 'LINK2GOV, LLC' per SAM.gov hierarchy	2026-07-18
ffa00e83-9db4-5c88-43e7-1b283f664dc9-C	LNRS DATA SERVICES INC	RELX	parent-name	SAM.gov parent 'RELX PLC' matches SEC issuer 'RELX PLC' (RELX); subsidiary 'LNRS DATA SERVICES INC' per SAM.gov hierarchy	2026-07-18
ffca72e5-fba2-798a-6969-2a6c45e9f985-C	BOOZ ALLEN HAMILTON INC	BAH	own-name	Recipient name 'BOOZ ALLEN HAMILTON INC' matches SEC issuer 'Booz Allen Hamilton Holding Corp' (BAH)	2026-07-18
ffdd682b-d30d-4207-e9ce-a898a75113ff-C	EXTRA SPACE MANAGEMENT, INC.	EXR	parent-name	SAM.gov parent 'EXTRA SPACE STORAGE INC.' matches SEC issuer 'Extra Space Storage Inc.' (EXR); subsidiary 'EXTRA SPACE MANAGEMENT, INC.' per SAM.gov hierarchy	2026-07-18
